t_ms,theta_deg,theta_dot_dps,tau_Nm,tau_cmd_Nm,armed,gain_scale,wheel_omega_lp,wheel_pos,wheel_vel
1230699.0,-0.1528,-2.7116,-0.12,-0.12,1.0,1.0,-3.129741,-1740.598999,-1.20581
1230700.0,-0.065,10.4077,0.12,0.12,1.0,1.0,-3.131519,-1740.601196,-1.233309
1230702.0,-0.044,16.2694,0.12,0.12,1.0,1.0,-3.133365,-1740.603394,-1.262848
1230704.0,-0.1217,5.3966,0.021628,0.021628,1.0,1.0,-3.135285,-1740.605469,-1.264398
1230705.0,-0.1768,-7.9232,-0.12,-0.12,1.0,1.0,-3.137208,-1740.607544,-1.250574
1230707.0,-0.1841,-11.8931,-0.12,-0.12,1.0,1.0,-3.139095,-1740.609619,-1.239719
1230709.0,-0.0806,3.5083,-0.007221,-0.007221,1.0,1.0,-3.140955,-1740.611694,-1.25467
1230711.0,-0.037,14.8748,0.12,0.12,1.0,1.0,-3.142851,-1740.614014,-1.281149
1230712.0,-0.0627,17.7772,0.12,0.12,1.0,1.0,-3.144813,-1740.616211,-1.298761
1230714.0,-0.1561,-1.4645,-0.118315,-0.118315,1.0,1.0,-3.146818,-1740.618286,-1.291332
1230715.0,-0.1629,-10.3432,-0.12,-0.12,1.0,1.0,-3.148804,-1740.620361,-1.273845
1230721.0,-0.0296,16.1568,0.12,0.12,1.0,1.0,-3.154698,-1740.627075,-1.322661
1230722.0,-0.0947,15.7512,0.12,0.12,1.0,1.0,-3.15676,-1740.629395,-1.328645
1230724.0,-0.1678,-7.7531,-0.12,-0.12,1.0,1.0,-3.158836,-1740.63147,-1.315166
1230726.0,-0.1423,-10.0679,-0.12,-0.12,1.0,1.0,-3.160877,-1740.633667,-1.304501
1230727.0,-0.0431,-7.5369,-0.12,-0.12,1.0,1.0,-3.16289,-1740.635864,-1.316448
1230729.0,0.0262,15.2449,0.12,0.12,1.0,1.0,-3.164933,-1740.638184,-1.33558
1230731.0,-0.0248,15.8688,0.12,0.12,1.0,1.0,-3.167023,-1740.640503,-1.353167
1230732.0,-0.1162,10.8165,0.12,0.12,1.0,1.0,-3.169156,-1740.6427,-1.347468
1230734.0,-0.1612,-11.0097,-0.12,-0.12,1.0,1.0,-3.171274,-1740.644897,-1.329335
1230736.0,-0.0961,-9.6196,-0.12,-0.12,1.0,1.0,-3.173346,-1740.646973,-1.311762
1230737.0,0.0161,-3.3848,-0.12,-0.12,1.0,1.0,-3.175372,-1740.64917,-1.313498
1230739.0,0.0464,17.2555,0.12,0.12,1.0,1.0,-3.177402,-1740.651489,-1.329772
1230741.0,-0.0233,13.91,0.12,0.12,1.0,1.0,-3.179472,-1740.653809,-1.341933
1230742.0,-0.1186,6.0052,0.030458,0.030458,1.0,1.0,-3.181572,-1740.656006,-1.33736
1230744.0,-0.1408,-12.3972,-0.12,-0.12,1.0,1.0,-3.18366,-1740.658081,-1.319831
1230746.0,-0.0364,-7.9065,-0.12,-0.12,1.0,1.0,-3.185703,-1740.660278,-1.311068
1230747.0,0.0712,2.2741,-0.009465,-0.009465,1.0,1.0,-3.187723,-1740.662598,-1.32821
1230749.0,0.0649,18.0876,0.12,0.12,1.0,1.0,-3.189785,-1740.664917,-1.347575
1230751.0,-0.0298,12.0559,0.12,0.12,1.0,1.0,-3.191895,-1740.667114,-1.350499
1230752.0,-0.1228,0.3195,-0.080627,-0.080627,1.0,1.0,-3.194012,-1740.669312,-1.328377
1230754.0,-0.0946,-11.6758,-0.12,-0.12,1.0,1.0,-3.196072,-1740.671387,-1.303849
1230756.0,0.0198,-5.2263,-0.12,-0.12,1.0,1.0,-3.19807,-1740.673584,-1.297429
1230757.0,0.1235,7.9593,0.109671,0.109671,1.0,1.0,-3.20005,-1740.675781,-1.315042
1230759.0,0.0678,15.7124,0.12,0.12,1.0,1.0,-3.202075,-1740.678101,-1.334675
1230761.0,-0.0117,8.7403,0.101123,0.101123,1.0,1.0,-3.204147,-1740.680298,-1.329113
1230762.0,-0.0826,-5.0404,-0.12,-0.12,1.0,1.0,-3.206205,-1740.682373,-1.303583
1230764.0,-0.1045,-10.8486,-0.12,-0.12,1.0,1.0,-3.208198,-1740.684448,-1.277279
1230766.0,-0.0067,0.0857,-0.063033,-0.063033,1.0,1.0,-3.210124,-1740.686523,-1.271461
1230767.0,0.0764,13.081,0.12,0.12,1.0,1.0,-3.212035,-1740.688721,-1.284108
1230769.0,0.0812,18.1544,0.12,0.12,1.0,1.0,-3.213977,-1740.690918,-1.295317
1230771.0,-0.0008,3.4744,0.002713,0.002713,1.0,1.0,-3.215946,-1740.692993,-1.278938
1230772.0,-0.0262,-8.4194,-0.12,-0.12,1.0,1.0,-3.217873,-1740.695068,-1.251666
1230774.0,-0.0107,-11.6754,-0.12,-0.12,1.0,1.0,-3.219731,-1740.697021,-1.234805
1230776.0,0.0963,6.5263,0.080224,0.080224,1.0,1.0,-3.221546,-1740.699219,-1.243314
1230777.0,0.1085,16.4615,0.12,0.12,1.0,1.0,-3.223381,-1740.701294,-1.259116
1230779.0,0.0761,18.0514,0.12,0.12,1.0,1.0,-3.225256,-1740.703369,-1.262403
1230781.0,-0.0095,-4.3655,-0.12,-0.12,1.0,1.0,-3.227138,-1740.705322,-1.241837
1230782.0,-0.0078,-11.0155,-0.12,-0.12,1.0,1.0,-3.228967,-1740.707275,-1.214826
1230784.0,0.069,-10.6521,-0.12,-0.12,1.0,1.0,-3.230728,-1740.709351,-1.20638
1230786.0,0.1678,13.2833,0.12,0.12,1.0,1.0,-3.232467,-1740.711426,-1.225139
1230787.0,0.1357,16.9318,0.12,0.12,1.0,1.0,-3.234252,-1740.713501,-1.243044
1230789.0,0.0574,14.5114,0.12,0.12,1.0,1.0,-3.236082,-1740.715576,-1.242881
1230791.0,-0.0012,-9.5778,-0.12,-0.12,1.0,1.0,-3.237911,-1740.717529,-1.224867
1230792.0,0.0434,-10.0827,-0.12,-0.12,1.0,1.0,-3.239693,-1740.719604,-1.209116
1230794.0,0.1545,-5.5249,-0.12,-0.12,1.0,1.0,-3.241436,-1740.721558,-1.207939
1230796.0,0.2107,17.4736,0.12,0.12,1.0,1.0,-3.243174,-1740.723633,-1.227101
1230797.0,0.1482,16.3383,0.12,0.12,1.0,1.0,-3.24496,-1740.72583,-1.242675
1230799.0,0.0487,9.9615,0.12,0.12,1.0,1.0,-3.246784,-1740.727783,-1.237705
1230800.0,0.0112,-11.5519,-0.12,-0.12,1.0,1.0,-3.248596,-1740.729736,-1.221247
1230802.0,0.0979,-8.4266,-0.12,-0.12,1.0,1.0,-3.250365,-1740.731689,-1.207107
1230804.0,0.2084,-1.2309,-0.050397,-0.050397,1.0,1.0,-3.252098,-1740.733765,-1.213243
1230805.0,0.2336,18.6245,0.12,0.12,1.0,1.0,-3.253845,-1740.73584,-1.224669
1230807.0,0.1474,14.071,0.12,0.12,1.0,1.0,-3.255621,-1740.737915,-1.226835
1230809.0,0.0516,4.068,0.025724,0.025724,1.0,1.0,-3.257402,-1740.739868,-1.208663
1230810.0,0.0305,-5.8321,-0.12,-0.12,1.0,1.0,-3.259136,-1740.741699,-1.190433
1230812.0,0.153,-6.6709,-0.12,-0.12,1.0,1.0,-3.260823,-1740.743652,-1.18014
1230814.0,0.2628,5.4104,0.088146,0.088146,1.0,1.0,-3.262484,-1740.745728,-1.191916
1230815.0,0.2996,14.4435,0.12,0.12,1.0,1.0,-3.264174,-1740.747803,-1.207367
1230817.0,0.2116,11.4632,0.12,0.12,1.0,1.0,-3.265902,-1740.749756,-1.204915
1230819.0,0.1279,-2.2079,-0.082323,-0.082323,1.0,1.0,-3.267623,-1740.751587,-1.176602
1230820.0,0.1135,-9.9389,-0.12,-0.12,1.0,1.0,-3.269273,-1740.753418,-1.146021
1230822.0,0.2226,-1.7232,-0.054955,-0.054955,1.0,1.0,-3.270845,-1740.755371,-1.141108
1230824.0,0.3339,12.1663,0.12,0.12,1.0,1.0,-3.272404,-1740.757324,-1.155941
1230825.0,0.3307,17.1385,0.12,0.12,1.0,1.0,-3.273999,-1740.759277,-1.164163
1230827.0,0.2408,4.7297,0.072097,0.072097,1.0,1.0,-3.275615,-1740.761108,-1.147683
1230829.0,0.1833,-8.3399,-0.12,-0.12,1.0,1.0,-3.277188,-1740.762817,-1.117227
1230830.0,0.2042,-11.4681,-0.12,-0.12,1.0,1.0,-3.278685,-1740.764648,-1.091904
1230832.0,0.3058,3.7706,0.067276,0.067276,1.0,1.0,-3.280117,-1740.766357,-1.091146
1230834.0,0.3573,15.4164,0.12,0.12,1.0,1.0,-3.281547,-1740.768188,-1.103102
1230835.0,0.311,17.5357,0.12,0.12,1.0,1.0,-3.283006,-1740.770142,-1.107446
1230837.0,0.2184,9.6111,0.12,0.12,1.0,1.0,-3.284475,-1740.771851,-1.085483
1230839.0,0.2118,-11.4307,-0.12,-0.12,1.0,1.0,-3.285889,-1740.773437,-1.049028
1230840.0,0.28,-10.6655,-0.12,-0.12,1.0,1.0,-3.287211,-1740.775024,-1.018502
1230842.0,0.3908,-1.9168,-0.025744,-0.025744,1.0,1.0,-3.288455,-1740.776733,-1.009519
1230844.0,0.3931,15.4917,0.12,0.12,1.0,1.0,-3.289676,-1740.778442,-1.015612
1230845.0,0.3326,14.3712,0.12,0.12,1.0,1.0,-3.290913,-1740.780151,-1.017119
1230847.0,0.2603,5.3365,0.093418,0.093418,1.0,1.0,-3.292152,-1740.781738,-1.00316
1230849.0,0.2733,-11.2461,-0.12,-0.12,1.0,1.0,-3.293356,-1740.783325,-0.982434
1230850.0,0.3721,-7.2154,-0.12,-0.12,1.0,1.0,-3.294507,-1740.784912,-0.970876
1230852.0,0.4606,3.5374,0.093255,0.093255,1.0,1.0,-3.295629,-1740.786499,-0.975698
1230853.0,0.4331,16.7091,0.12,0.12,1.0,1.0,-3.296762,-1740.788086,-0.985917
1230855.0,0.336,11.7518,0.12,0.12,1.0,1.0,-3.297921,-1740.789795,-0.982309
1230857.0,0.2648,0.0656,-0.006337,-0.006337,1.0,1.0,-3.29907,-1740.79126,-0.956503
1230858.0,0.31,-12.1549,-0.12,-0.12,1.0,1.0,-3.300154,-1740.792725,-0.927637
1230860.0,0.4075,-5.4861,-0.088124,-0.088124,1.0,1.0,-3.301165,-1740.794189,-0.919558
1230862.0,0.4997,6.6261,0.12,0.12,1.0,1.0,-3.302155,-1740.795776,-0.930579
1230863.0,0.4434,13.1605,0.12,0.12,1.0,1.0,-3.303173,-1740.797363,-0.947575
1230865.0,0.3643,6.0741,0.12,0.12,1.0,1.0,-3.304233,-1740.79895,-0.943472
1230867.0,0.3137,-5.4699,-0.103791,-0.103791,1.0,1.0,-3.305282,-1740.800415,-0.928344
1230868.0,0.3013,-10.8599,-0.12,-0.12,1.0,1.0,-3.306292,-1740.80188,-0.906927
1230870.0,0.3889,0.3039,0.02178,0.02178,1.0,1.0,-3.307249,-1740.803467,-0.907739
1230872.0,0.4539,12.0883,0.12,0.12,1.0,1.0,-3.308207,-1740.804932,-0.915507
1230873.0,0.4507,15.6558,0.12,0.12,1.0,1.0,-3.309184,-1740.806396,-0.914923
1230875.0,0.3633,0.1978,0.015214,0.015214,1.0,1.0,-3.31016,-1740.807861,-0.899763
1230877.0,0.3358,-9.3031,-0.12,-0.12,1.0,1.0,-3.311097,-1740.809204,-0.876098
1230878.0,0.3707,-10.6413,-0.12,-0.12,1.0,1.0,-3.311974,-1740.810669,-0.862988
1230880.0,0.4665,6.7531,0.12,0.12,1.0,1.0,-3.312818,-1740.812134,-0.877438
1230882.0,0.4684,14.3462,0.12,0.12,1.0,1.0,-3.313697,-1740.813721,-0.902224
1230883.0,0.4087,14.8167,0.12,0.12,1.0,1.0,-3.314639,-1740.815186,-0.902325
1230885.0,0.3193,-6.9119,-0.12,-0.12,1.0,1.0,-3.315581,-1740.81665,-0.879433
1230887.0,0.3351,-11.6818,-0.12,-0.12,1.0,1.0,-3.316464,-1740.817871,-0.847386
1230888.0,0.4194,-9.9283,-0.12,-0.12,1.0,1.0,-3.317267,-1740.819336,-0.839143
1230890.0,0.5055,12.6636,0.12,0.12,1.0,1.0,-3.318049,-1740.820801,-0.859007
1230892.0,0.4517,13.6947,0.12,0.12,1.0,1.0,-3.31888,-1740.822266,-0.880402
1230893.0,0.3635,11.0222,0.12,0.12,1.0,1.0,-3.319765,-1740.82373,-0.882805
1230895.0,0.3012,0.6346,0.014948,0.014948,1.0,1.0,-3.320655,-1740.825195,-0.869208
1230897.0,0.3702,-10.0304,-0.12,-0.12,1.0,1.0,-3.321511,-1740.826538,-0.848755
1230898.0,0.4699,-4.728,-0.059853,-0.059853,1.0,1.0,-3.322315,-1740.827881,-0.83685
1230900.0,0.5373,5.8758,0.12,0.12,1.0,1.0,-3.323089,-1740.829224,-0.83937
1230901.0,0.4714,12.3952,0.12,0.12,1.0,1.0,-3.323869,-1740.830688,-0.840006
1230903.0,0.3684,5.0144,0.112501,0.112501,1.0,1.0,-3.324651,-1740.832031,-0.822298
1230905.0,0.3371,-5.5376,-0.096006,-0.096006,1.0,1.0,-3.325387,-1740.83313,-0.790721
1230906.0,0.434,-9.9676,-0.12,-0.12,1.0,1.0,-3.326044,-1740.834229,-0.754204
1230908.0,0.5437,-1.8427,0.012129,0.012129,1.0,1.0,-3.326609,-1740.835571,-0.745481
1230910.0,0.6001,8.7445,0.12,0.12,1.0,1.0,-3.327152,-1740.836792,-0.754231
1230911.0,0.5175,10.663,0.12,0.12,1.0,1.0,-3.327716,-1740.838135,-0.758466
1230913.0,0.4266,0.8162,0.0443,0.0443,1.0,1.0,-3.328291,-1740.839233,-0.736207
1230915.0,0.4242,-7.5248,-0.116518,-0.116518,1.0,1.0,-3.32881,-1740.840332,-0.71414
1230916.0,0.5421,-4.6807,-0.041314,-0.041314,1.0,1.0,-3.329273,-1740.841431,-0.698022
1230918.0,0.6341,6.3389,0.12,0.12,1.0,1.0,-3.329695,-1740.842651,-0.700005
1230921.0,0.5018,4.1368,0.12,0.12,1.0,1.0,-3.330549,-1740.844849,-0.678746
1230923.0,0.4287,-7.7009,-0.116701,-0.116701,1.0,1.0,-3.330923,-1740.845825,-0.637216
1230925.0,0.4246,-13.149,-0.12,-0.12,1.0,1.0,-3.331192,-1740.84668,-0.596942
1230926.0,0.5034,-11.2499,-0.12,-0.12,1.0,1.0,-3.33136,-1740.847534,-0.578506
1230928.0,0.5786,9.0775,0.12,0.12,1.0,1.0,-3.331481,-1740.848633,-0.587718
1230930.0,0.5661,11.4817,0.12,0.12,1.0,1.0,-3.331625,-1740.849609,-0.602323
1230931.0,0.489,9.3755,0.12,0.12,1.0,1.0,-3.331807,-1740.850586,-0.59861
1230933.0,0.4573,-9.5673,-0.12,-0.12,1.0,1.0,-3.331978,-1740.851562,-0.580423
1230935.0,0.5053,-9.5609,-0.12,-0.12,1.0,1.0,-3.332104,-1740.852417,-0.56133
1230936.0,0.6122,-4.0467,-0.010973,-0.010973,1.0,1.0,-3.332182,-1740.853271,-0.562376
1230938.0,0.6464,15.7386,0.12,0.12,1.0,1.0,-3.332263,-1740.85437,-0.578329
1230940.0,0.57,14.2143,0.12,0.12,1.0,1.0,-3.332383,-1740.855347,-0.583188
1230941.0,0.465,5.7839,0.12,0.12,1.0,1.0,-3.332516,-1740.856201,-0.566022
1230943.0,0.4432,-13.1963,-0.12,-0.12,1.0,1.0,-3.332606,-1740.857056,-0.533493
1230945.0,0.5039,-10.8362,-0.12,-0.12,1.0,1.0,-3.332613,-1740.857788,-0.500313
1230946.0,0.5954,-3.432,0.000849,0.000849,1.0,1.0,-3.332538,-1740.858521,-0.49003
1230948.0,0.5809,11.6978,0.12,0.12,1.0,1.0,-3.332437,-1740.859375,-0.488355
1230950.0,0.5106,8.1764,0.12,0.12,1.0,1.0,-3.332331,-1740.860107,-0.484618
1230951.0,0.4299,-1.6863,0.008341,0.008341,1.0,1.0,-3.332216,-1740.86084,-0.45944
1230953.0,0.453,-14.1914,-0.12,-0.12,1.0,1.0,-3.332038,-1740.86145,-0.426828
1230955.0,0.5709,-8.2769,-0.093696,-0.093696,1.0,1.0,-3.331778,-1740.862061,-0.413419
1230956.0,0.6749,3.3598,0.12,0.12,1.0,1.0,-3.331485,-1740.862793,-0.419962
1230958.0,0.6426,14.183,0.12,0.12,1.0,1.0,-3.331208,-1740.863525,-0.429924
1230960.0,0.5418,8.4533,0.12,0.12,1.0,1.0,-3.330956,-1740.864258,-0.420979
1230961.0,0.4752,-3.2014,-0.010834,-0.010834,1.0,1.0,-3.330682,-1740.864746,-0.393305
1230963.0,0.5441,-9.6756,-0.12,-0.12,1.0,1.0,-3.330338,-1740.865356,-0.364077
1230965.0,0.6269,-2.6551,0.02694,0.02694,1.0,1.0,-3.329921,-1740.865845,-0.354072
1230966.0,0.6891,7.5808,0.12,0.12,1.0,1.0,-3.329479,-1740.866455,-0.357262
1230968.0,0.596,8.5272,0.12,0.12,1.0,1.0,-3.329045,-1740.867065,-0.35618
1230970.0,0.4821,-1.1869,0.032096,0.032096,1.0,1.0,-3.328609,-1740.867554,-0.335903
1230971.0,0.4364,-11.3649,-0.12,-0.12,1.0,1.0,-3.328122,-1740.86792,-0.305129
1230973.0,0.4441,-14.7495,-0.12,-0.12,1.0,1.0,-3.327558,-1740.868408,-0.291354
1230975.0,0.551,1.5571,0.099249,0.099249,1.0,1.0,-3.326959,-1740.869019,-0.303328
1230976.0,0.5758,9.8087,0.12,0.12,1.0,1.0,-3.326391,-1740.869629,-0.326418
1230978.0,0.5568,11.8773,0.12,0.12,1.0,1.0,-3.325881,-1740.870239,-0.335997
1230980.0,0.4802,-5.6159,-0.053038,-0.053038,1.0,1.0,-3.325396,-1740.870605,-0.315538
1230981.0,0.4884,-11.2646,-0.12,-0.12,1.0,1.0,-3.324859,-1740.871094,-0.289846
1230983.0,0.5553,-10.5555,-0.12,-0.12,1.0,1.0,-3.324257,-1740.87146,-0.285186
1230985.0,0.6302,10.532,0.12,0.12,1.0,1.0,-3.323645,-1740.87207,-0.300885
1230986.0,0.606,14.1025,0.12,0.12,1.0,1.0,-3.323072,-1740.872681,-0.320733
1230988.0,0.5204,11.3876,0.12,0.12,1.0,1.0,-3.322549,-1740.873169,-0.318874
1230990.0,0.4441,-10.1789,-0.12,-0.12,1.0,1.0,-3.322021,-1740.873535,-0.293386
1230991.0,0.4689,-12.424,-0.12,-0.12,1.0,1.0,-3.32143,-1740.873901,-0.264737
1230993.0,0.5529,-8.9403,-0.10241,-0.10241,1.0,1.0,-3.320767,-1740.87439,-0.257477
1230995.0,0.593,11.7858,0.12,0.12,1.0,1.0,-3.320086,-1740.874878,-0.27049
1230996.0,0.5245,10.6125,0.12,0.12,1.0,1.0,-3.319438,-1740.875366,-0.283761
1230998.0,0.4204,5.0686,0.12,0.12,1.0,1.0,-3.318824,-1740.875732,-0.275718
1231000.0,0.3915,-14.5486,-0.12,-0.12,1.0,1.0,-3.318189,-1740.876099,-0.253429
1231001.0,0.4666,-12.0146,-0.12,-0.12,1.0,1.0,-3.317499,-1740.876465,-0.229601
1231003.0,0.5784,-4.4231,-0.009319,-0.009319,1.0,1.0,-3.31675,-1740.876831,-0.227813
1231005.0,0.5936,14.0952,0.12,0.12,1.0,1.0,-3.315996,-1740.877197,-0.238966
1231006.0,0.5144,10.6572,0.12,0.12,1.0,1.0,-3.31527,-1740.877686,-0.243734
1231008.0,0.4143,1.6296,0.08045,0.08045,1.0,1.0,-3.314557,-1740.87793,-0.226701
1231010.0,0.4225,-12.9471,-0.12,-0.12,1.0,1.0,-3.313801,-1740.878296,-0.201491
1231011.0,0.5277,-7.1497,-0.069115,-0.069115,1.0,1.0,-3.312983,-1740.878418,-0.180304
1231013.0,0.6302,2.0937,0.12,0.12,1.0,1.0,-3.312111,-1740.878784,-0.182397
1231015.0,0.6433,9.1169,0.12,0.12,1.0,1.0,-3.311245,-1740.87915,-0.188471
1231016.0,0.5279,6.1645,0.12,0.12,1.0,1.0,-3.310394,-1740.879395,-0.175138
1231018.0,0.4463,-5.5868,-0.050987,-0.050987,1.0,1.0,-3.309511,-1740.879517,-0.142291
1231020.0,0.5132,-12.7272,-0.12,-0.12,1.0,1.0,-3.308545,-1740.879639,-0.111459
1231021.0,0.6166,-4.9701,-0.008527,-0.008527,1.0,1.0,-3.307502,-1740.879761,-0.104716
1231023.0,0.7018,6.5384,0.12,0.12,1.0,1.0,-3.306443,-1740.880005,-0.11671
1231025.0,0.7002,11.2928,0.12,0.12,1.0,1.0,-3.305414,-1740.880249,-0.125482
1231026.0,0.6043,0.5463,0.095593,0.095593,1.0,1.0,-3.304408,-1740.880371,-0.116931
1231028.0,0.5657,-9.3481,-0.101778,-0.101778,1.0,1.0,-3.30338,-1740.880493,-0.092198
1231030.0,0.5803,-12.3287,-0.12,-0.12,1.0,1.0,-3.302291,-1740.880493,-0.073584
1231031.0,0.6744,2.3613,0.12,0.12,1.0,1.0,-3.301155,-1740.880615,-0.080325
1231033.0,0.7084,11.3911,0.12,0.12,1.0,1.0,-3.300037,-1740.880859,-0.095537
1231035.0,0.6728,13.1316,0.12,0.12,1.0,1.0,-3.298958,-1740.881104,-0.101632
1231036.0,0.5842,-4.8403,-0.010866,-0.010866,1.0,1.0,-3.297894,-1740.881104,-0.081394
1231038.0,0.5708,-12.1476,-0.12,-0.12,1.0,1.0,-3.29678,-1740.881104,-0.057201
1231040.0,0.6278,-11.358,-0.12,-0.12,1.0,1.0,-3.295605,-1740.881226,-0.051646
1231041.0,0.7031,8.5059,0.12,0.12,1.0,1.0,-3.294417,-1740.881348,-0.072226
1231043.0,0.68,13.1544,0.12,0.12,1.0,1.0,-3.293281,-1740.881592,-0.096159
1231045.0,0.5922,11.3533,0.12,0.12,1.0,1.0,-3.292206,-1740.881836,-0.103828
1231046.0,0.519,-9.7741,-0.117068,-0.117068,1.0,1.0,-3.291151,-1740.881958,-0.092318
1231048.0,0.5538,-11.9354,-0.12,-0.12,1.0,1.0,-3.290066,-1740.88208,-0.075847
1231050.0,0.6485,-8.2421,-0.065096,-0.065096,1.0,1.0,-3.288942,-1740.882202,-0.08445
1231051.0,0.6999,13.2987,0.12,0.12,1.0,1.0,-3.287839,-1740.882446,-0.109379
1231053.0,0.6187,12.8879,0.12,0.12,1.0,1.0,-3.286799,-1740.882812,-0.132474
1231055.0,0.5096,6.6752,0.12,0.12,1.0,1.0,-3.285818,-1740.883057,-0.133336
1231056.0,0.4747,-12.4965,-0.12,-0.12,1.0,1.0,-3.284839,-1740.883179,-0.116475
1231058.0,0.5565,-10.0277,-0.11642,-0.11642,1.0,1.0,-3.283818,-1740.883301,-0.099806
1231060.0,0.6532,-3.4192,0.027943,0.027943,1.0,1.0,-3.282756,-1740.883423,-0.104645
1231061.0,0.7031,6.0767,0.12,0.12,1.0,1.0,-3.281706,-1740.883667,-0.119927
1231063.0,0.61,10.352,0.12,0.12,1.0,1.0,-3.280695,-1740.883911,-0.130391
1231064.0,0.5073,0.7518,0.083555,0.083555,1.0,1.0,-3.279711,-1740.884033,-0.114362
1231066.0,0.4723,-9.037,-0.110872,-0.110872,1.0,1.0,-3.278687,-1740.884155,-0.092103
1231068.0,0.5814,-7.3221,-0.058937,-0.058937,1.0,1.0,-3.277607,-1740.884277,-0.073646
1231070.0,0.6898,2.5612,0.12,0.12,1.0,1.0,-3.276482,-1740.884399,-0.078506
1231071.0,0.705,9.8968,0.12,0.12,1.0,1.0,-3.275369,-1740.884521,-0.084171
1231073.0,0.5981,5.9767,0.12,0.12,1.0,1.0,-3.274271,-1740.884644,-0.073823
1231074.0,0.5285,-5.1685,-0.025089,-0.025089,1.0,1.0,-3.273147,-1740.884644,-0.044757
1231076.0,0.5235,-11.4849,-0.12,-0.12,1.0,1.0,-3.271951,-1740.884521,-0.016055
1231078.0,0.6299,-2.3717,0.048348,0.048348,1.0,1.0,-3.270683,-1740.884521,-0.009951
1231080.0,0.7267,8.8204,0.12,0.12,1.0,1.0,-3.2694,-1740.884644,-0.021493
1231081.0,0.7038,12.7519,0.12,0.12,1.0,1.0,-3.268147,-1740.884644,-0.021979
1231083.0,0.6043,-0.1232,0.087215,0.087215,1.0,1.0,-3.266896,-1740.884521,-0.001721
1231084.0,0.5577,-9.9412,-0.10326,-0.10326,1.0,1.0,-3.265594,-1740.884399,0.028685
1231086.0,0.5941,-11.6721,-0.119793,-0.119793,1.0,1.0,-3.264216,-1740.884277,0.051903
1231088.0,0.6937,4.0685,0.12,0.12,1.0,1.0,-3.26278,-1740.884155,0.0498
1231089.0,0.7272,11.9343,0.12,0.12,1.0,1.0,-3.26135,-1740.884155,0.034977
1231091.0,0.6693,12.6085,0.12,0.12,1.0,1.0,-3.259959,-1740.884155,0.034727
1231093.0,0.5859,-6.0814,-0.012682,-0.012682,1.0,1.0,-3.258568,-1740.884033,0.052975
1231094.0,0.5956,-11.5906,-0.116907,-0.116907,1.0,1.0,-3.257132,-1740.883789,0.078988
1231096.0,0.6767,-9.9851,-0.071492,-0.071492,1.0,1.0,-3.255631,-1740.883545,0.088292
1231098.0,0.7787,0.22,0.12,0.12,1.0,1.0,-3.254107,-1740.883545,0.069641
1231099.0,0.7456,14.1033,0.12,0.12,1.0,1.0,-3.252631,-1740.883545,0.051883
1231101.0,0.6431,10.4244,0.12,0.12,1.0,1.0,-3.2512,-1740.883423,0.052144
1231103.0,0.5712,0.1919,0.107084,0.107084,1.0,1.0,-3.249769,-1740.883301,0.071913
1231104.0,0.6231,-10.6472,-0.093342,-0.093342,1.0,1.0,-3.248289,-1740.883057,0.096061
1231106.0,0.703,-5.5676,0.019022,0.019022,1.0,1.0,-3.246749,-1740.882812,0.115766
1231108.0,0.7693,3.198,0.12,0.12,1.0,1.0,-3.24516,-1740.882446,0.125975
1231109.0,0.7061,9.6835,0.12,0.12,1.0,1.0,-3.243546,-1740.882202,0.135046
1231111.0,0.6033,2.5894,0.12,0.12,1.0,1.0,-3.24191,-1740.881958,0.157899
1231113.0,0.5672,-5.9301,-0.007431,-0.007431,1.0,1.0,-3.240217,-1740.88147,0.190033
1231114.0,0.6503,-10.0346,-0.071914,-0.071914,1.0,1.0,-3.238444,-1740.881104,0.219358
1231116.0,0.7553,-1.5397,0.110859,0.110859,1.0,1.0,-3.236598,-1740.880615,0.232574
1231118.0,0.804,7.1324,0.12,0.12,1.0,1.0,-3.23472,-1740.880127,0.234895
1231119.0,0.7142,7.8737,0.12,0.12,1.0,1.0,-3.232836,-1740.879761,0.246298
1231121.0,0.6323,-1.419,0.094316,0.094316,1.0,1.0,-3.230925,-1740.87915,0.276587
1231123.0,0.6096,-8.7954,-0.050808,-0.050808,1.0,1.0,-3.228938,-1740.87854,0.314502
1231124.0,0.694,-5.2892,0.032455,0.032455,1.0,1.0,-3.226857,-1740.87793,0.345364
1231126.0,0.7599,3.4917,0.12,0.12,1.0,1.0,-3.224699,-1740.877197,0.362082
1231128.0,0.7493,8.03,0.12,0.12,1.0,1.0,-3.2225,-1740.876465,0.385861
1231129.0,0.642,-1.3036,0.1042,0.1042,1.0,1.0,-3.220242,-1740.875732,0.418076
1231131.0,0.5798,-9.9993,-0.072796,-0.072796,1.0,1.0,-3.217904,-1740.874756,0.462807
1231133.0,0.5963,-13.6305,-0.12,-0.12,1.0,1.0,-3.215455,-1740.873779,0.502879
1231134.0,0.6972,-2.5288,0.094585,0.094585,1.0,1.0,-3.212906,-1740.872925,0.516884
1231136.0,0.7533,6.2028,0.12,0.12,1.0,1.0,-3.210323,-1740.87207,0.516996
1231138.0,0.7318,8.2677,0.12,0.12,1.0,1.0,-3.20774,-1740.871094,0.522719
1231139.0,0.6506,-5.7081,0.026341,0.026341,1.0,1.0,-3.205144,-1740.870117,0.549971
