14627	-1.077	-38.161	36.217	0.79	2.59	-1.00	-0.006	-0.036	-0.025	0.0259	0.0564	-0.0321	0.0000	0.0000	0.0000	0	1.00
14634	-1.075	-38.153	36.210	0.46	2.33	-1.26	0.003	-0.019	-0.022	0.0158	0.0522	-0.0363	0.0000	0.0000	0.0000	0	1.00
14642	-1.072	-38.141	36.201	0.40	2.81	-1.57	0.003	-0.009	0.014	0.0157	0.0620	-0.0457	0.0000	0.0000	0.0000	0	1.00
14649	-1.074	-38.129	36.189	0.06	3.23	-1.76	0.018	-0.028	0.028	0.0111	0.0679	-0.0550	0.0000	0.0000	0.0000	0	1.00
14656	-1.076	-38.120	36.178	-0.42	3.48	-1.94	0.026	-0.040	0.030	0.0024	0.0699	-0.0640	0.0000	0.0000	0.0000	0	1.00
14664	-1.078	-38.111	36.167	-0.37	3.49	-2.01	0.025	-0.015	0.040	0.0029	0.0712	-0.0647	0.0000	0.0000	0.0000	0	1.00
14671	-1.082	-38.104	36.157	-0.49	3.39	-1.68	0.026	-0.013	0.020	0.0025	0.0657	-0.0599	0.0000	0.0000	0.0000	0	1.00
14678	-1.080	-38.096	36.150	-0.61	3.26	-1.64	0.008	0.008	0.016	-0.0004	0.0623	-0.0590	0.0000	0.0000	0.0000	0	1.00
14686	-1.075	-38.086	36.145	-0.21	3.01	-1.80	0.004	0.048	-0.004	0.0041	0.0628	-0.0559	0.0000	0.0000	0.0000	0	1.00
14693	-1.073	-38.077	36.139	-0.31	2.85	-1.53	-0.003	0.026	-0.013	0.0031	0.0571	-0.0513	0.0000	0.0000	0.0000	0	1.00
14701	-1.070	-38.069	36.133	-0.10	2.73	-1.31	-0.021	0.050	-0.029	0.0079	0.0547	-0.0451	0.0000	0.0000	0.0000	0	1.00
14708	-1.072	-38.061	36.124	-0.55	2.58	-1.02	-0.016	0.005	-0.035	0.0005	0.0464	-0.0433	0.0000	0.0000	0.0000	0	1.00
14716	-1.077	-38.055	36.113	-0.55	2.74	-0.87	-0.026	0.005	-0.032	0.0030	0.0476	-0.0424	0.0000	0.0000	0.0000	0	1.00
14723	-1.083	-38.048	36.101	-0.97	2.30	-0.53	-0.010	0.001	-0.045	-0.0055	0.0343	-0.0369	0.0000	0.0000	0.0000	0	1.00
