started - CORNER STAGE 3: POSITION + RATE (WiFi build, cube held by hand)
all stopped
# mount DCM check: det=1.0000  |row0|=1.0000  |row1|=1.0000  |row2|=1.0000
BMI270 connected!
# calibrating gyro bias -- keep the cube PERFECTLY STILL (~2s)
# corner resolved: [-1,+1,+1]  place_offset=3.097 deg  (best_dot=0.6091 runner_up=[-1,-1,+1] dot=0.6020)
# WARNING: best and runner-up corners are close -- verify before arming.
t_ms	phi_x_deg	phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z	tau_x	tau_y	tau_z	tau_cmd_x	tau_cmd_y	tau_cmd_z	armed	gain_scale
# STARTS DISARMED, gGainScale=0.1. Send a1 to arm, a0 to
# disarm, g<0..1> to step gain, m<deg> to widen/narrow kMaxTilt.
# h1 halts (idle + disarm), h0 resumes (still disarmed).
# WiFi build: d<N> sets telemetry decimation (d2 = 250 Hz,
#   d20 = 25 Hz readable), l<0/1phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z	tau_x	tau_y	tau_z	tau_cmd_x	tau_cmd_y	tau_cmd_z	armed	gain_scale
21464	1.171	1.923	-3.044	-0.44	0.14	0.23	-0.004	0.012	0.019	0.0235	0.0404	-0.0618	0.0000	0.0000	0.0000	0	0.10
21471	1.162	1.939	-3.050	-0.49	0.59	0.15	-0.002	0.003	0.006	0.0229	0.0417	-0.0624	0.0000	0.0000	0.0000	0	0.10
21479	1.154	1.950	-3.053	-0.56	0.43	0.16	-0.005	-0.026	-0.009	0.0228	0.0416	-0.0622	0.0000	0.0000	0.0000	0	0.10
21486	1.146	1.959	-3.054	-0.52	0.59	0.07	-0.002	-0.017	-0.007	0.0226	0.0422	-0.0625	0.0000	0.0000	0.0000	0	0.10
21493	1.144	1.962	-3.054	-0.37	0.52	-0.01	-0.006	-0.014	-0.030	0.0229	0.0420	-0.0627	0.0000	0.0000	0.0000	0	0.10
21501	1.142	1.958	-3.049	-0.12	0.14	0.13	-0.008	-0.019	-0.036	0.0235	0.0409	-0.0623	0.0000	0.0000	0.0000	0	0.10
21508	1.146	1.952	-3.047	0.33	0.02	0.10	-0.028	-0.016	-0.043	0.0245	0.0403	-0.0626	0.0000	0.0000	0.0000	0	0.10
21515	1.143	1.945	-3.037	0.23	-0.30	0.21	-0.026	-0.006	-0.028	0.0244	0.0395	-0.0619	0.0000	0.0000	0.0000	0	0.10
21523	1.142	1.935	-3.027	0.04	-0.22	0.21	-0.006	-0.004	-0.038	0.0240	0.0396	-0.0616	0.0000	0.0000	0.0000	0	0.10
21531	1.140	1.928	-3.017	-0.16	-0.29	0.48	-0.002	0.019	-0.036	0.0235	0.0393	-0.0606	0.0000	0.0000	0.0000	0	0.10
21538	1.140	1.919	-3.009	-0.20	-0.24	0.79	0.005	0.007	-0.026	0.0231	0.0389	-0.0599	0.0000	0.0000	0.0000	0	0.10
21545	1.137	1.911	-2.999	-0.56	-0.18	0.77	-0.002	-0.017	-0.003	0.0224	0.0392	-0.0595	0.0000	0.0000	0.0000	0	0.10
21553	1.136	1.911	-2.998	-0.54	-0.15	0.62	0.011	0.011	0.010	0.0225	0.0394	-0.0598	0.0000	0.0000	0.0000	0	0.10
21560	1.136	1.911	-2.997	-0.61	-0.31	0.64	0.007	-0.007	0.020	0.0225	0.0391	-0.0595	0.0000	0.0000	0.0000	0	0.10
21568	1.138	1.911	-2.999	-0.42	-0.39	0.21	0.001	-0.016	0.038	0.0233	0.0392	-0.0604	0.0000	0.0000	0.0000	0	0.10
21575	1.142	1.911	-3.003	0.06	-0.24	0.11	-0.003	-0.018	0.053	0.0242	0.0391	-0.0612	0.0000	0.0000	0.0000	0	0.10
21582	1.142	1.915	-3.007	-0.05	-0.24	-0.41	0.008	0.003	0.047	0.0244	0.0398	-0.0621	0.0000	0.0000	0.0000	0	0.10
21590	1.139	1.916	-3.006	-0.03	-0.23	-0.23	0.006	0.001	0.032	0.0242	0.0396	-0.0618	0.0000	0.0000	0.0000	0	0.10
21598	1.133	1.923	-3.006	0.09	0.02	-0.07	0.001	0.008	0.004	0.0240	0.0400	-0.0619	0.0000	0.0000	0.0000	0	0.10
21605	1.126	1.929	-3.005	-0.14	0.17	-0.10	-0.005	0.004	0.002	0.0233	0.0406	-0.0618	0.0000	0.0000	0.0000	0	0.10
21612	1.118	1.931	-2.999	-0.15	-0.00	0.08	0.003	0.019	-0.032	0.0232	0.0402	-0.0612	0.0000	0.0000	0.0000	0	0.10
21620	1.112	1.935	-2.996	-0.51	0.53	0.01	-0.006	0.013	-0.042	0.0220	0.0416	-0.0614	0.0000	0.0000	0.0000	0	0.10
21628	1.110	1.936	-2.995	-0.60	0.45	-0.24	-0.002	0.001	-0.047	0.0221	0.0418	-0.0617	0.0000	0.0000	0.0000	0	0.10
21635	1.115	1.934	-2.998	-0.17	0.50	-0.19	0.012	0.020	-0.050	0.0229	0.0414	-0.0621	0.0000	0.0000	0.0000	0	0.10
21642	1.117	1.931	-2.998	-0.15	0.23	-0.47	0.010	0.028	-0.030	0.0234	0.0411	-0.0623	0.0000	0.0000	0.0000	0	0.10
21650	1.122	1.921	-2.993	0.21	-0.01	-0.70	0.011	-0.006	-0.017	0.0246	0.0403	-0.0628	0.0000	0.0000	0.0000	0	0.10
21658	1.125	1.912	-2.987	0.42	0.05	-0.64	0.002	0.013	0.009	0.0249	0.0400	-0.0628	0.0000	0.0000	0.0000	0	0.10
21665	1.124	1.905	-2.979	0.28	-0.14	-0.74	0.001	0.014	0.025	0.0249	0.0397	-0.0625	0.0000	0.0000	0.0000	0	0.10
21672	1.118	1.902	-2.971	0.41	-0.28	-0.62	-0.025	-0.003	0.021	0.0250	0.0392	-0.0621	0.0000	0.0000	0.0000	0	0.10
21680	1.112	1.903	-2.966	0.30	-0.06	-0.31	-0.012	-0.001	0.026	0.0242	0.0395	-0.0616	0.0000	0.0000	0.0000	0	0.10
21687	1.107	1.907	-2.964	0.07	0.00	-0.25	-0.016	-0.031	0.015	0.0236	0.0398	-0.0612	0.0000	0.0000	0.0000	0	0.10
21695	1.103	1.912	-2.966	0.16	0.39	-0.30	-0.024	-0.020	0.022	0.0234	0.0406	-0.0618	0.0000	0.0000	0.0000	0	0.10
21702	1.107	1.917	-2.975	0.49	0.44	-0.59	-0.013	-0.030	0.032	0.0242	0.0407	-0.0628	0.0000	0.0000	0.0000	0	0.10
21710	1.112	1.928	-2.990	0.37	0.53	-0.76	-0.016	-0.057	0.012	0.0242	0.0414	-0.0634	0.0000	0.0000	0.0000	0	0.10
21717	1.124	1.933	-3.008	0.59	0.50	-1.05	0.005	-0.032	0.015	0.0251	0.0415	-0.0644	0.0000	0.0000	0.0000	0	0.10
21725	1.131	1.940	-3.020	0.70	0.13	-0.90	0.005	0.000	-0.004	0.0256	0.0407	-0.0642	0.0000	0.0000	0.0000	0	0.10
21732	1.141	1.944	-3.035	1.05	0.09	-1.21	0.013	0.018	-0.011	0.0268	0.0407	-0.0653	0.0000	0.0000	0.0000	0	0.10
21740	1.147	1.951	-3.048	1.05	0.22	-1.34	0.019	0.050	-0.017	0.0269	0.0412	-0.0659	0.0000	0.0000	0.0000	0	0.10
21747	1.151	1.958	-3.058	0.68	0.43	-1.39	0.035	0.036	-0.025	0.0262	0.0421	-0.0661	0.0000	0.0000	0.0000	0	0.10
21755	1.151	1.964	-3.063	0.64	0.61	-1.21	0.038	0.042	-0.043	0.0258	0.0424	-0.0660	0.0000	0.0000	0.0000	0	0.10
21762	1.157	1.961	-3.066	0.54	0.53	-1.03	0.033	0.019	-0.029	0.0257	0.0421	-0.0656	0.0000	0.0000	0.0000	0	0.10
21770	1.156	1.960	-3.065	0.39	0.34	-0.69	0.016	0.016	-0.035	0.0253	0.0416	-0.0647	0.0000	0.0000	0.0000	0	0.10
21777	1.161	1.957	-3.067	0.57	0.26	-0.69	0.001	0.013	-0.021	0.0258	0.0412	-0.0648	0.0000	0.0000	0.0000	0	0.10
21785	1.167	1.952	-3.068	0.84	0.14	-0.63	-0.005	0.015	-0.006	0.0264	0.0407	-0.0649	0.0000	0.0000	0.0000	0	0.10
21792	1.175	1.945	-3.069	1.43	-0.11	-0.54	-0.036	-0.002	0.001	0.0277	0.0395	-0.0651	0.0000	0.0000	0.0000	0	0.10
21800	1.184	1.941	-3.075	1.15	-0.37	-0.54	-0.036	-0.027	-0.001	0.0276	0.0392	-0.0647	0.0000	0.0000	0.0000	0	0.10
21807	1.188	1.943	-3.080	1.32	-0.13	-0.30	-0.053	-0.025	0.010	0.0275	0.0393	-0.0648	0.0000	0.0000	0.0000	0	0.10
21815	1.193	1.946	-3.089	1.08	-0.15	-0.15	-0.031	-0.015	0.014	0.0271	0.0394	-0.0645	0.0000	0.0000	0.0000	0	0.10
21822	1.199	1.951	-3.099	0.90	-0.03	-0.20	-0.019	-0.026	0.024	0.0269	0.0399	-0.0647	0.0000	0.0000	0.0000	0	0.10
21830	1.208	1.957	-3.114	0.78	0.40	-0.72	-0.002	-0.032	0.034	0.0270	0.0414	-0.0661	0.0000	0.0000	0.0000	0	0.10
21837	1.220	1.963	-3.132	0.91	0.32	-0.98	0.002	-0.020	0.047	0.0278	0.0414	-0.0670	0.0000	0.0000	0.0000	0	0.10
21844	1.235	1.963	-3.147	1.26	0.10	-1.11	0.023	-0.008	0.047	0.0290	0.0409	-0.0677	0.0000	0.0000	0.0000	0	0.10
21852	1.247	1.962	-3.158	1.68	0.08	-1.30	0.025	-0.002	0.060	0.0301	0.0406	-0.0686	0.0000	0.0000	0.0000	0	0.10
21859	1.256	1.961	-3.166	1.68	-0.35	-1.30	0.029	0.003	0.032	0.0307	0.0398	-0.0684	0.0000	0.0000	0.0000	0	0.10
21867	1.260	1.959	-3.168	1.48	-0.38	-1.07	0.034	0.025	0.014	0.0302	0.0397	-0.0678	0.0000	0.0000	0.0000	0	0.10
21874	1.261	1.957	-3.167	1.09	-0.20	-0.54	0.037	0.009	-0.026	0.0289	0.0399	-0.0667	0.0000	0.0000	0.0000	0	0.10
21882	1.258	1.959	-3.167	0.91	0.04	-0.39	0.045	0.038	-0.044	0.0282	0.0404	-0.0665	0.0000	0.0000	0.0000	0	0.10
21889	1.259	1.961	-3.169	0.62	0.61	-0.34	0.027	0.002	-0.044	0.0272	0.0416	-0.0667	0.0000	0.0000	0.0000	0	0.10
21897	1.264	1.961	-3.174	0.72	0.67	-0.20	0.020	-0.003	-0.060	0.0273	0.0415	-0.0667	0.0000	0.0000	0.0000	0	0.10
21904	1.277	1.956	-3.183	0.80	0.57	-0.38	0.002	0.001	-0.048	0.0280	0.0413	-0.0671	0.0000	0.0000	0.0000	0	0.10
21911	1.298	1.951	-3.198	1.14	0.49	-0.54	-0.017	-0.018	-0.024	0.0292	0.0409	-0.0680	0.0000	0.0000	0.0000	0	0.10
21919	1.321	1.940	-3.210	1.55	0.02	-0.59	-0.036	-0.013	-0.001	0.0308	0.0395	-0.0683	0.0000	0.0000	0.0000	0	0.10
21927	1.336	1.935	-3.220	1.65	-0.03	-0.64	-0.051	0.017	0.018	0.0314	0.0393	-0.0686	0.0000	0.0000	0.0000	0	0.10
21934	1.346	1.930	-3.227	1.57	-0.17	-0.52	-0.049	-0.013	0.035	0.0315	0.0389	-0.0684	0.0000	0.0000	0.0000	0	0.10
21941	1.352	1.930	-3.232	1.16	0.00	-0.17	-0.028	0.007	0.048	0.0304	0.0393	-0.0676	0.0000	0.0000	0.0000	0	0.10
21949	1.353	1.932	-3.234	0.38	0.08	-0.01	0.005	-0.010	0.048	0.0289	0.0400	-0.0668	0.0000	0.0000	0.0000	0	0.10
21956	1.353	1.937	-3.239	-0.20	0.48	0.39	0.019	0.005	0.045	0.0272	0.0410	-0.0660	0.0000	0.0000	0.0000	0	0.10
21964	1.355	1.945	-3.250	-0.43	0.71	0.28	0.028	0.003	0.038	0.0268	0.0419	-0.0664	0.0000	0.0000	0.0000	0	0.10
21971	1.365	1.950	-3.264	-0.38	0.86	0.08	0.054	0.004	0.006	0.0271	0.0423	-0.0672	0.0000	0.0000	0.0000	0	0.10
21979	1.379	1.953	-3.282	-0.11	0.88	0.00	0.026	0.002	0.012	0.0279	0.0423	-0.0680	0.0000	0.0000	0.0000	0	0.10
21986	1.395	1.952	-3.296	0.21	0.80	-0.34	0.002	0.023	-0.010	0.0292	0.0421	-0.0691	0.0000	0.0000	0.0000	0	0.10
21994	1.404	1.951	-3.304	0.70	0.55	-0.15	-0.014	0.019	-0.027	0.0302	0.0411	-0.0692	0.0000	0.0000	0.0000	0	0.10
22001	1.409	1.946	-3.305	0.87	0.61	-0.18	-0.028	0.009	-0.029	0.0306	0.0410	-0.0694	0.0000	0.0000	0.0000	0	0.10
22009	1.398	1.948	-3.296	0.56	0.47	-0.05	-0.028	-0.000	-0.053	0.0299	0.0409	-0.0686	0.0000	0.0000	0.0000	0	0.10
22016	1.388	1.949	-3.286	0.48	0.58	0.14	-0.028	-0.010	-0.033	0.0292	0.0410	-0.0681	0.0000	0.0000	0.0000	0	0.10
22024	1.369	1.955	-3.273	-0.17	0.74	0.31	-0.020	-0.009	-0.036	0.0274	0.0419	-0.0671	0.0000	0.0000	0.0000	0	0.10
22031	1.351	1.961	-3.261	-0.53	0.94	0.16	-0.007	-0.012	-0.039	0.0264	0.0428	-0.0669	0.0000	0.0000	0.0000	0	0.10
22039	1.341	1.965	-3.255	-0.34	0.81	0.20	0.009	0.006	-0.024	0.0266	0.0424	-0.0668	0.0000	0.0000	0.0000	0	0.10
22046	1.337	1.969	-3.255	-0.48	0.82	0.22	0.017	-0.003	-0.005	0.0263	0.0426	-0.0667	0.0000	0.0000	0.0000	0	0.10
22054	1.340	1.969	-3.258	0.03	0.38	0.04	0.024	0.010	0.010	0.0278	0.0416	-0.0671	0.0000	0.0000	0.0000	0	0.10
22061	1.351	1.970	-3.271	-0.01	0.24	-0.20	0.023	0.000	0.024	0.0283	0.0416	-0.0676	0.0000	0.0000	0.0000	0	0.10
22069	1.363	1.971	-3.283	0.43	0.12	-0.41	0.020	0.028	0.034	0.0295	0.0412	-0.0685	0.0000	0.0000	0.0000	0	0.10
22076	1.371	1.974	-3.294	0.47	-0.15	-0.50	0.003	-0.001	0.034	0.0301	0.0408	-0.0687	0.0000	0.0000	0.0000	0	0.10
22083	1.372	1.980	-3.301	0.54	0.14	-0.22	0.009	-0.011	0.037	0.0297	0.0411	-0.0687	0.0000	0.0000	0.0000	0	0.10
22091	1.371	1.987	-3.307	0.48	0.16	-0.19	-0.005	-0.011	0.026	0.0296	0.0413	-0.0687	0.0000	0.0000	0.0000	0	0.10
22098	1.363	1.996	-3.308	0.00	0.35	-0.00	-0.006	-0.029	-0.006	0.0282	0.0421	-0.0682	0.0000	0.0000	0.0000	0	0.10
22105	1.354	2.002	-3.304	-0.31	0.52	0.25	0.004	-0.027	-0.022	0.0271	0.0426	-0.0675	0.0000	0.0000	0.0000	0	0.10
22113	1.347	2.005	-3.300	-0.59	0.59	0.67	0.001	-0.030	-0.051	0.0261	0.0427	-0.0665	0.0000	0.0000	0.0000	0	0.10
22120	1.347	2.005	-3.300	-0.61	0.61	0.77	-0.019	-0.014	-0.049	0.0260	0.0426	-0.0663	0.0000	0.0000	0.0000	0	0.10
22128	1.350	2.004	-3.302	-0.18	0.25	0.49	-0.030	0.001	-0.030	0.0273	0.0418	-0.0669	0.0000	0.0000	0.0000	0	0.10
22135	1.355	2.001	-3.304	0.14	-0.18	0.50	-0.035	0.018	-0.023	0.0283	0.0407	-0.0669	0.0000	0.0000	0.0000	0	0.10
22143	1.361	1.995	-3.304	0.18	-0.40	0.36	-0.051	0.045	-0.008	0.0288	0.0403	-0.0670	0.0000	0.0000	0.0000	0	0.10
22150	1.361	1.992	-3.302	0.42	-0.43	0.26	-0.040	0.037	0.008	0.0293	0.0401	-0.0673	0.0000	0.0000	0.0000	0	0.10
22158	1.359	1.995	-3.302	0.36	-0.47	0.04	-0.022	0.027	0.035	0.0294	0.0403	-0.0676	0.0000	0.0000	0.0000	0	0.10
22165	1.355	1.994	-3.297	0.12	-0.36	0.06	-0.011	0.029	0.035	0.0288	0.0406	-0.0673	0.0000	0.0000	0.0000	0	0.10
22172	1.344	1.998	-3.290	-0.40	-0.19	-0.11	0.007	-0.004	0.036	0.0277	0.0416	-0.0671	0.0000	0.0000	0.0000	0	0.10
22180	1.333	1.999	-3.279	-0.69	-0.27	0.15	0.016	-0.011	0.046	0.0268	0.0415	-0.0661	0.0000	0.0000	0.0000	0	0.10
22187	1.328	1.997	-3.273	-0.20	-0.31	0.12	0.024	-0.015	0.051	0.0276	0.0410	-0.0665	0.0000	0.0000	0.0000	0	0.10
22194	1.327	1.993	-3.269	-0.01	-0.26	-0.01	0.033	-0.025	0.038	0.0280	0.0410	-0.0668	0.0000	0.0000	0.0000	0	0.10
22202	1.328	1.986	-3.263	0.16	-0.63	-0.03	0.028	0.002	0.012	0.0287	0.0400	-0.0666	0.0000	0.0000	0.0000	0	0.10
22209	1.330	1.982	-3.261	0.30	-0.73	0.04	0.027	-0.020	-0.019	0.0289	0.0396	-0.0665	0.0000	0.0000	0.0000	0	0.10
# gArmed = TRUE
22216	1.332	1.981	-3.262	0.47	-0.62	-0.02	0.017	-0.013	-0.031	0.0292	0.0397	-0.0668	0.0292	0.0397	-0.0668	1	0.10
22224	1.321	1.969	-3.239	0.05	-1.04	0.60	0.039	0.045	-0.152	0.0281	0.0385	-0.0646	0.0281	0.0385	-0.0646	1	0.10
22231	1.295	1.932	-3.177	-1.00	-2.69	4.05	0.293	0.471	-0.863	0.0240	0.0327	-0.0550	0.0240	0.0327	-0.0550	1	0.10
22238	1.294	1.916	-3.160	-1.10	-2.92	5.11	0.553	0.901	-1.587	0.0230	0.0312	-0.0526	0.0230	0.0312	-0.0526	1	0.10
22246	1.311	1.927	-3.188	-0.37	-1.50	3.06	0.691	1.164	-2.077	0.0253	0.0351	-0.0585	0.0253	0.0351	-0.0585	1	0.10
22253	1.330	1.944	-3.224	1.54	0.42	0.92	0.787	1.365	-2.656	0.0293	0.0391	-0.0663	0.0293	0.0391	-0.0663	1	0.10
22260	1.349	1.956	-3.254	2.60	1.33	1.39	0.884	1.591	-3.538	0.0303	0.0397	-0.0679	0.0303	0.0397	-0.0679	1	0.10
22267	1.361	1.957	-3.267	3.20	1.69	2.96	1.040	1.923	-4.585	0.0298	0.0386	-0.0663	0.0298	0.0386	-0.0663	1	0.10
22275	1.373	1.943	-3.265	3.26	1.25	4.41	1.252	2.387	-5.530	0.0292	0.0362	-0.0635	0.0292	0.0362	-0.0635	1	0.10
22282	1.366	1.929	-3.246	2.86	0.74	5.63	1.545	2.940	-6.568	0.0277	0.0343	-0.0602	0.0277	0.0343	-0.0602	1	0.10
22289	1.355	1.931	-3.235	2.25	1.79	5.30	1.938	3.303	-7.466	0.0258	0.0370	-0.0609	0.0258	0.0370	-0.0609	1	0.10
22297	1.347	1.929	-3.225	2.40	3.28	4.71	2.325	3.571	-8.384	0.0252	0.0401	-0.0631	0.0252	0.0401	-0.0631	1	0.10
22304	1.367	1.893	-3.210	3.82	2.07	4.72	2.598	4.063	-9.293	0.0290	0.0359	-0.0630	0.0290	0.0359	-0.0630	1	0.10
22311	1.383	1.855	-3.190	4.61	0.78	4.90	2.763	4.604	-10.140	0.0316	0.0320	-0.0619	0.0316	0.0320	-0.0619	1	0.10
22319	1.377	1.826	-3.156	3.81	1.02	5.14	3.094	5.107	-10.887	0.0297	0.0323	-0.0603	0.0297	0.0323	-0.0603	1	0.10
22326	1.367	1.794	-3.115	3.21	0.60	5.42	3.549	5.579	-11.669	0.0286	0.0311	-0.0581	0.0286	0.0311	-0.0581	1	0.10
22333	1.354	1.770	-3.078	3.11	1.24	5.63	3.836	6.010	-12.338	0.0274	0.0317	-0.0574	0.0274	0.0317	-0.0574	1	0.10
22341	1.336	1.751	-3.041	2.65	1.74	5.27	4.079	6.418	-12.911	0.0261	0.0329	-0.0573	0.0261	0.0329	-0.0573	1	0.10
22348	1.328	1.741	-3.024	2.65	2.89	4.86	4.472	6.771	-13.325	0.0254	0.0351	-0.0586	0.0254	0.0351	-0.0586	1	0.10
22355	1.338	1.743	-3.036	2.81	3.33	3.83	4.690	7.106	-13.608	0.0264	0.0367	-0.0611	0.0264	0.0367	-0.0611	1	0.10
22363	1.341	1.743	-3.038	3.01	4.12	3.16	5.012	7.341	-13.970	0.0267	0.0385	-0.0632	0.0267	0.0385	-0.0632	1	0.10
22370	1.353	1.723	-3.031	3.19	3.69	3.94	5.253	7.674	-14.489	0.0269	0.0365	-0.0615	0.0269	0.0365	-0.0615	1	0.10
22378	1.356	1.690	-3.002	2.98	2.97	5.29	5.581	7.970	-15.377	0.0260	0.0336	-0.0578	0.0260	0.0336	-0.0578	1	0.10
22385	1.363	1.666	-2.985	3.25	2.85	5.78	5.903	8.271	-16.337	0.0263	0.0322	-0.0568	0.0263	0.0322	-0.0568	1	0.10
22393	1.370	1.645	-2.972	3.59	2.80	5.91	6.240	8.570	-17.486	0.0269	0.0313	-0.0566	0.0269	0.0313	-0.0566	1	0.10
22400	1.374	1.631	-2.963	3.44	2.81	5.31	6.527	8.855	-18.771	0.0273	0.0316	-0.0573	0.0273	0.0316	-0.0573	1	0.10
22408	1.369	1.630	-2.957	3.24	3.08	5.24	6.969	9.133	-20.211	0.0267	0.0323	-0.0573	0.0267	0.0323	-0.0573	1	0.10
22415	1.357	1.642	-2.956	2.68	3.83	5.47	7.393	9.366	-21.170	0.0246	0.0342	-0.0570	0.0246	0.0342	-0.0570	1	0.10
22423	1.364	1.642	-2.963	2.37	4.47	5.24	7.764	9.656	-21.699	0.0239	0.0358	-0.0578	0.0239	0.0358	-0.0578	1	0.10
22430	1.359	1.649	-2.965	2.25	4.64	4.98	8.118	9.990	-21.752	0.0237	0.0366	-0.0584	0.0237	0.0366	-0.0584	1	0.10
22438	1.346	1.660	-2.964	2.05	4.47	6.10	8.502	10.406	-21.481	0.0222	0.0358	-0.0561	0.0222	0.0358	-0.0561	1	0.10
22445	1.344	1.656	-2.957	2.17	4.06	6.29	8.837	10.880	-21.225	0.0225	0.0347	-0.0554	0.0225	0.0347	-0.0554	1	0.10
22453	1.338	1.647	-2.942	2.86	3.29	6.04	9.086	11.517	-21.434	0.0245	0.0327	-0.0555	0.0245	0.0327	-0.0555	1	0.10
22460	1.327	1.643	-2.927	3.03	3.43	6.26	9.510	12.141	-22.493	0.0242	0.0326	-0.0551	0.0242	0.0326	-0.0551	1	0.10
22468	1.311	1.652	-2.920	2.12	4.08	6.31	9.721	12.718	-24.272	0.0217	0.0347	-0.0545	0.0217	0.0347	-0.0545	1	0.10
22475	1.290	1.650	-2.896	1.52	4.97	6.33	9.975	13.207	-26.311	0.0195	0.0367	-0.0542	0.0195	0.0367	-0.0542	1	0.10
22483	1.276	1.635	-2.868	2.03	4.74	6.37	10.089	13.765	-28.070	0.0202	0.0355	-0.0539	0.0202	0.0355	-0.0539	1	0.10
22490	1.250	1.637	-2.844	3.13	3.82	6.83	10.153	14.221	-28.512	0.0220	0.0326	-0.0528	0.0220	0.0326	-0.0528	1	0.10
22498	1.223	1.623	-2.804	3.22	2.98	6.94	10.210	14.614	-28.023	0.0222	0.0306	-0.0511	0.0222	0.0306	-0.0511	1	0.10
22505	1.197	1.631	-2.786	3.16	3.03	6.64	10.318	14.757	-27.107	0.0218	0.0312	-0.0513	0.0218	0.0312	-0.0513	1	0.10
22513	1.178	1.641	-2.777	2.77	3.69	6.69	10.375	14.688	-26.888	0.0201	0.0329	-0.0512	0.0201	0.0329	-0.0512	1	0.10
22520	1.173	1.631	-2.761	2.93	3.92	6.93	10.439	14.588	-27.955	0.0198	0.0327	-0.0508	0.0198	0.0327	-0.0508	1	0.10
22527	1.165	1.619	-2.741	3.32	3.44	6.70	10.583	14.577	-30.127	0.0210	0.0315	-0.0507	0.0210	0.0315	-0.0507	1	0.10
22535	1.152	1.621	-2.730	3.19	3.15	7.02	10.775	14.679	-32.347	0.0204	0.0308	-0.0496	0.0204	0.0308	-0.0496	1	0.10
22542	1.144	1.616	-2.718	2.93	3.88	6.97	10.975	14.876	-33.153	0.0192	0.0323	-0.0498	0.0192	0.0323	-0.0498	1	0.10
22549	1.116	1.617	-2.692	2.17	4.51	7.52	11.306	15.169	-32.295	0.0163	0.0337	-0.0482	0.0163	0.0337	-0.0482	1	0.10
22557	1.100	1.604	-2.662	2.31	3.26	7.56	11.734	15.768	-30.856	0.0173	0.0310	-0.0466	0.0173	0.0310	-0.0466	1	0.10
22564	1.088	1.583	-2.631	2.45	2.86	7.94	12.198	16.606	-30.668	0.0173	0.0294	-0.0451	0.0173	0.0294	-0.0451	1	0.10
22571	1.079	1.571	-2.609	2.45	2.73	8.07	12.695	17.481	-32.231	0.0170	0.0288	-0.0443	0.0170	0.0288	-0.0443	1	0.10
22579	1.072	1.561	-2.592	2.60	3.24	7.72	13.193	18.343	-35.208	0.0171	0.0297	-0.0451	0.0171	0.0297	-0.0451	1	0.10
22586	1.057	1.549	-2.565	2.70	2.89	7.97	13.694	18.993	-37.508	0.0170	0.0285	-0.0274	0.0170	0.0285	-0.0274	1	0.10
22594	1.044	1.539	-2.543	2.64	2.62	7.35	14.200	19.449	-37.195	0.0174	0.0284	-0.0310	0.0174	0.0284	-0.0310	1	0.10
22601	1.030	1.546	-2.537	2.23	2.79	6.22	14.472	19.459	-35.234	0.0173	0.0301	-0.0458	0.0173	0.0301	-0.0458	1	0.10
22608	1.009	1.537	-2.506	1.30	2.94	6.46	14.610	19.234	-34.391	0.0149	0.0308	-0.0441	0.0149	0.0308	-0.0441	1	0.10
22616	1.012	1.508	-2.481	1.68	2.24	7.32	14.637	18.978	-35.954	0.0154	0.0279	-0.0418	0.0154	0.0279	-0.0418	1	0.10
22623	1.007	1.480	-2.449	1.45	1.57	7.68	14.488	18.842	-38.848	0.0152	0.0259	-0.0114	0.0152	0.0259	-0.0114	1	0.10
22630	0.994	1.472	-2.428	1.39	2.02	6.66	14.355	18.897	-40.090	0.0154	0.0275	0.0000	0.0000	0.0000	0.0000	0	0.10
22638	0.997	1.474	-2.433	1.75	2.89	3.22	14.200	19.255	-38.130	0.0185	0.0317	-0.0227	0.0000	0.0000	0.0000	0	0.10
22645	1.017	1.478	-2.456	2.81	3.60	1.34	13.939	19.760	-35.384	0.0218	0.0338	-0.0537	0.0000	0.0000	0.0000	0	0.10
22652	1.019	1.475	-2.456	2.70	4.29	0.13	13.782	20.385	-34.658	0.0221	0.0361	-0.0563	0.0000	0.0000	0.0000	0	0.10
22660	0.994	1.459	-2.416	2.21	4.80	0.74	13.704	20.794	-36.691	0.0198	0.0366	-0.0450	0.0000	0.0000	0.0000	0	0.10
22667	0.954	1.425	-2.341	1.15	3.57	3.14	13.847	21.044	-39.445	0.0160	0.0325	-0.0065	0.0000	0.0000	0.0000	0	0.10
22674	0.917	1.384	-2.266	0.10	2.36	5.40	14.121	20.933	-39.917	0.0124	0.0284	-0.0008	0.0000	0.0000	0.0000	0	0.10
22682	0.888	1.349	-2.202	-0.81	2.16	6.93	14.398	20.356	-37.730	0.0091	0.0268	-0.0195	0.0000	0.0000	0.0000	0	0.10
22689	0.875	1.324	-2.165	-0.27	2.74	6.23	14.653	19.514	-35.357	0.0098	0.0275	-0.0359	0.0000	0.0000	0.0000	0	0.10
22697	0.882	1.312	-2.160	1.44	3.13	4.02	14.801	18.732	-35.346	0.0146	0.0284	-0.0414	0.0000	0.0000	0.0000	0	0.10
22704	0.894	1.328	-2.187	2.40	4.38	1.39	14.853	18.266	-37.494	0.0178	0.0324	-0.0303	0.0000	0.0000	0.0000	0	0.10
