started - CORNER STAGE 3: POSITION + RATE (WiFi build, cube held by hand)
all stopped
# mount DCM check: det=1.0000  |row0|=1.0000  |row1|=1.0000  |row2|=1.0000
BMI270 connected!
# calibrating gyro bias -- keep the cube PERFECTLY STILL (~2s)
# corner resolved: [-1,+1,+1]  place_offset=3.097 deg  (best_dot=0.6091 runner_up=[-1,-1,+1] dot=0.6020)
# WARNING: best and runner-up corners are close -- verify before arming.
t_ms	phi_x_deg	phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z	tau_x	tau_y	tau_z	tau_cmd_x	tau_cmd_y	tau_cmd_z	armed	gain_scale
# STARTS DISARMED, gGainScale=0.1. Send a1 to arm, a0 to
# disarm, g<0..1> to step gain, m<deg> to widen/narrow kMaxTilt.
# h1 halts (idle + disarm), h0 resumes (still disarmed).
# WiFi build: d<N> sets telemetry decimation (d2 = 250 Hz,
#   d20 = 25 Hz readable), l<0/1phi_y_deg	phi_z_deg	om_x_dps	om_y_dps	om_z_dps	rho_x	rho_y	rho_z	tau_x	tau_y	tau_z	tau_cmd_x	tau_cmd_y	tau_cmd_z	armed	gain_scale
27963	0.998	0.694	-1.673	2.36	-7.95	0.23	-0.061	-0.066	-3.890	0.0313	-0.0022	-0.0294	0.0000	0.0000	0.0000	0	0.10
27970	1.028	0.638	-1.649	2.07	-8.00	-0.16	-0.085	-0.069	-3.893	0.0318	-0.0029	-0.0292	0.0000	0.0000	0.0000	0	0.10
27977	1.057	0.580	-1.622	2.26	-7.73	0.11	-0.057	-0.029	-3.980	0.0323	-0.0040	-0.0286	0.0000	0.0000	0.0000	0	0.10
27985	1.087	0.527	-1.600	1.94	-7.53	-0.29	-0.055	-0.011	-3.879	0.0325	-0.0041	-0.0288	0.0000	0.0000	0.0000	0	0.10
27992	1.113	0.473	-1.574	1.29	-7.61	-0.62	-0.018	0.010	-3.848	0.0323	-0.0045	-0.0281	0.0000	0.0000	0.0000	0	0.10
27999	1.138	0.422	-1.549	1.03	-7.25	-1.04	0.023	0.034	-3.827	0.0325	-0.0044	-0.0284	0.0000	0.0000	0.0000	0	0.10
28007	1.174	0.370	-1.535	0.37	-7.47	-1.86	0.052	0.020	-3.667	0.0330	-0.0046	-0.0287	0.0000	0.0000	0.0000	0	0.10
28014	1.205	0.308	-1.505	0.06	-7.95	-1.38	0.075	0.039	-3.610	0.0331	-0.0069	-0.0266	0.0000	0.0000	0.0000	0	0.10
28022	1.236	0.248	-1.478	0.14	-7.73	-1.16	0.093	0.080	-3.616	0.0335	-0.0080	-0.0260	0.0000	0.0000	0.0000	0	0.10
28029	1.279	0.193	-1.467	-0.14	-7.99	-1.77	0.101	0.080	-3.471	0.0346	-0.0089	-0.0263	0.0000	0.0000	0.0000	0	0.10
28037	1.311	0.140	-1.448	-0.16	-8.14	-1.82	0.066	0.086	-3.414	0.0354	-0.0102	-0.0259	0.0000	0.0000	0.0000	0	0.10
28044	1.343	0.088	-1.429	-0.08	-7.88	-1.31	0.032	0.047	-3.482	0.0355	-0.0113	-0.0249	0.0000	0.0000	0.0000	0	0.10
28052	1.375	0.053	-1.427	0.01	-7.62	-1.56	0.011	0.032	-3.383	0.0363	-0.0114	-0.0256	0.0000	0.0000	0.0000	0	0.10
28059	1.403	0.020	-1.423	-0.47	-7.25	-1.97	-0.016	0.017	-3.318	0.0362	-0.0107	-0.0261	0.0000	0.0000	0.0000	0	0.10
28067	1.424	-0.012	-1.412	-0.98	-6.66	-1.20	-0.036	-0.044	-3.462	0.0345	-0.0105	-0.0246	0.0000	0.0000	0.0000	0	0.10
28074	1.446	-0.037	-1.411	-1.17	-6.21	-0.84	-0.058	-0.086	-3.512	0.0339	-0.0104	-0.0242	0.0000	0.0000	0.0000	0	0.10
28082	1.473	-0.058	-1.417	-1.27	-5.72	-1.22	-0.076	-0.076	-3.409	0.0342	-0.0095	-0.0253	0.0000	0.0000	0.0000	0	0.10
28089	1.495	-0.087	-1.411	-1.40	-5.71	-1.21	-0.062	-0.086	-3.475	0.0344	-0.0100	-0.0251	0.0000	0.0000	0.0000	0	0.10
28097	1.517	-0.117	-1.403	-1.48	-5.67	-0.22	-0.071	-0.066	-3.631	0.0338	-0.0113	-0.0232	0.0000	0.0000	0.0000	0	0.10
28104	1.547	-0.140	-1.411	-1.18	-5.93	-0.57	-0.074	-0.026	-3.582	0.0355	-0.0122	-0.0240	0.0000	0.0000	0.0000	0	0.10
28112	1.569	-0.161	-1.412	-1.12	-6.09	-0.90	-0.059	-0.002	-3.537	0.0364	-0.0127	-0.0245	0.0000	0.0000	0.0000	0	0.10
28119	1.580	-0.186	-1.399	-1.58	-6.03	-0.07	-0.021	0.038	-3.638	0.0351	-0.0134	-0.0225	0.0000	0.0000	0.0000	0	0.10
28127	1.590	-0.202	-1.393	-1.73	-6.29	0.02	0.008	0.030	-3.627	0.0351	-0.0142	-0.0218	0.0000	0.0000	0.0000	0	0.10
28134	1.593	-0.211	-1.387	-2.27	-5.88	-0.27	0.046	0.048	-3.503	0.0342	-0.0129	-0.0221	0.0000	0.0000	0.0000	0	0.10
28141	1.590	-0.233	-1.363	-2.57	-5.75	0.21	0.069	0.059	-3.539	0.0331	-0.0133	-0.0206	0.0000	0.0000	0.0000	0	0.10
28149	1.587	-0.250	-1.344	-2.60	-5.76	0.46	0.089	0.056	-3.520	0.0328	-0.0139	-0.0197	0.0000	0.0000	0.0000	0	0.10
28156	1.591	-0.272	-1.327	-2.62	-5.58	-0.66	0.082	0.054	-3.282	0.0337	-0.0130	-0.0214	0.0000	0.0000	0.0000	0	0.10
28164	1.590	-0.307	-1.292	-2.64	-5.83	-0.90	0.076	0.057	-3.109	0.0340	-0.0140	-0.0209	0.0000	0.0000	0.0000	0	0.10
28171	1.580	-0.347	-1.242	-3.00	-6.30	0.35	0.065	0.013	-3.145	0.0325	-0.0164	-0.0170	0.0000	0.0000	0.0000	0	0.10
28179	1.573	-0.390	-1.194	-2.96	-6.43	1.61	0.033	0.005	-3.210	0.0313	-0.0187	-0.0138	0.0000	0.0000	0.0000	0	0.10
28186	1.576	-0.427	-1.161	-2.96	-6.55	0.98	0.002	-0.011	-2.852	0.0321	-0.0191	-0.0141	0.0000	0.0000	0.0000	0	0.10
28194	1.578	-0.459	-1.131	-3.02	-6.53	0.39	-0.040	-0.038	-2.682	0.0325	-0.0192	-0.0145	0.0000	0.0000	0.0000	0	0.10
28201	1.578	-0.491	-1.100	-2.76	-6.65	0.88	-0.061	-0.064	-2.668	0.0326	-0.0207	-0.0131	0.0000	0.0000	0.0000	0	0.10
28209	1.576	-0.517	-1.074	-2.99	-6.69	1.36	-0.078	-0.046	-2.712	0.0318	-0.0215	-0.0115	0.0000	0.0000	0.0000	0	0.10
28216	1.578	-0.535	-1.058	-2.60	-6.31	0.70	-0.083	-0.059	-2.612	0.0327	-0.0210	-0.0130	0.0000	0.0000	0.0000	0	0.10
28224	1.579	-0.543	-1.051	-2.32	-5.77	-0.75	-0.089	-0.082	-2.431	0.0341	-0.0192	-0.0161	0.0000	0.0000	0.0000	0	0.10
28231	1.573	-0.553	-1.035	-2.38	-5.51	-0.84	-0.072	-0.050	-2.332	0.0337	-0.0188	-0.0161	0.0000	0.0000	0.0000	0	0.10
28239	1.559	-0.570	-1.004	-2.53	-5.80	-0.09	-0.042	-0.036	-2.416	0.0328	-0.0202	-0.0138	0.0000	0.0000	0.0000	0	0.10
28246	1.553	-0.593	-0.976	-2.17	-5.81	0.93	-0.024	-0.009	-2.511	0.0323	-0.0218	-0.0117	0.0000	0.0000	0.0000	0	0.10
28254	1.553	-0.615	-0.955	-2.23	-5.97	0.52	0.005	0.027	-2.480	0.0327	-0.0222	-0.0118	0.0000	0.0000	0.0000	0	0.10
28261	1.558	-0.635	-0.940	-2.08	-5.77	-0.58	0.034	0.028	-2.323	0.0339	-0.0214	-0.0137	0.0000	0.0000	0.0000	0	0.10
28268	1.564	-0.658	-0.923	-1.55	-5.72	-1.05	0.040	0.063	-2.266	0.0353	-0.0219	-0.0147	0.0000	0.0000	0.0000	0	0.10
28276	1.567	-0.694	-0.891	-1.05	-6.22	0.01	0.054	0.080	-2.391	0.0357	-0.0249	-0.0123	0.0000	0.0000	0.0000	0	0.10
28283	1.567	-0.726	-0.861	-1.04	-6.13	0.97	0.060	0.069	-2.558	0.0347	-0.0262	-0.0101	0.0000	0.0000	0.0000	0	0.10
28291	1.572	-0.748	-0.844	-0.41	-5.56	0.93	0.052	0.063	-2.587	0.0355	-0.0261	-0.0109	0.0000	0.0000	0.0000	0	0.10
28298	1.584	-0.764	-0.840	-0.18	-4.66	-0.41	0.042	0.018	-2.437	0.0365	-0.0239	-0.0141	0.0000	0.0000	0.0000	0	0.10
28305	1.589	-0.780	-0.829	0.00	-4.27	-0.89	0.035	-0.001	-2.337	0.0370	-0.0232	-0.0152	0.0000	0.0000	0.0000	0	0.10
28313	1.590	-0.804	-0.807	-0.14	-4.10	0.15	0.033	-0.025	-2.396	0.0357	-0.0242	-0.0130	0.0000	0.0000	0.0000	0	0.10
28320	1.590	-0.834	-0.779	-0.13	-4.10	1.52	0.018	-0.019	-2.507	0.0345	-0.0260	-0.0100	0.0000	0.0000	0.0000	0	0.10
28327	1.599	-0.867	-0.755	0.20	-4.13	1.32	-0.018	-0.048	-2.493	0.0355	-0.0268	-0.0102	0.0000	0.0000	0.0000	0	0.10
28335	1.617	-0.899	-0.743	0.60	-3.82	0.61	-0.015	-0.056	-2.309	0.0369	-0.0266	-0.0118	0.0000	0.0000	0.0000	0	0.10
28342	1.637	-0.929	-0.733	1.06	-3.78	-0.31	-0.035	-0.059	-2.161	0.0389	-0.0268	-0.0136	0.0000	0.0000	0.0000	0	0.10
28350	1.650	-0.960	-0.715	1.03	-4.18	0.33	-0.053	-0.037	-2.131	0.0388	-0.0287	-0.0118	0.0000	0.0000	0.0000	0	0.10
28357	1.657	-0.991	-0.692	0.72	-3.99	0.87	-0.041	-0.031	-2.155	0.0378	-0.0292	-0.0103	0.0000	0.0000	0.0000	0	0.10
28364	1.667	-1.013	-0.681	0.44	-3.70	1.07	-0.054	-0.014	-2.065	0.0371	-0.0291	-0.0097	0.0000	0.0000	0.0000	0	0.10
28372	1.678	-1.028	-0.678	0.22	-3.25	0.32	-0.030	-0.015	-1.864	0.0372	-0.0277	-0.0111	0.0000	0.0000	0.0000	0	0.10
28379	1.694	-1.040	-0.681	-0.21	-3.01	-1.08	-0.013	0.024	-1.589	0.0379	-0.0260	-0.0134	0.0000	0.0000	0.0000	0	0.10
28387	1.711	-1.057	-0.681	-0.21	-3.25	-1.58	0.007	0.038	-1.374	0.0389	-0.0264	-0.0140	0.0000	0.0000	0.0000	0	0.10
28394	1.724	-1.083	-0.670	-0.50	-3.71	-1.26	0.029	0.044	-1.294	0.0388	-0.0278	-0.0126	0.0000	0.0000	0.0000	0	0.10
28402	1.734	-1.108	-0.656	-0.45	-3.71	-0.57	0.036	0.062	-1.302	0.0384	-0.0289	-0.0112	0.0000	0.0000	0.0000	0	0.10
28409	1.741	-1.133	-0.638	-0.28	-3.86	-0.37	0.038	0.051	-1.343	0.0388	-0.0300	-0.0105	0.0000	0.0000	0.0000	0	0.10
28417	1.752	-1.154	-0.629	0.17	-3.54	-0.40	0.037	0.054	-1.313	0.0395	-0.0302	-0.0111	0.0000	0.0000	0.0000	0	0.10
28424	1.766	-1.162	-0.635	0.57	-2.83	-1.94	0.022	0.007	-1.188	0.0413	-0.0282	-0.0148	0.0000	0.0000	0.0000	0	0.10
28431	1.782	-1.167	-0.646	0.47	-2.29	-2.69	0.015	-0.018	-1.009	0.0417	-0.0266	-0.0167	0.0000	0.0000	0.0000	0	0.10
28439	1.794	-1.174	-0.651	0.31	-1.98	-3.16	0.013	-0.041	-0.808	0.0418	-0.0256	-0.0177	0.0000	0.0000	0.0000	0	0.10
28447	1.795	-1.184	-0.643	-0.68	-2.07	-2.81	0.033	-0.014	-0.591	0.0399	-0.0255	-0.0160	0.0000	0.0000	0.0000	0	0.10
28454	1.794	-1.198	-0.628	-1.35	-2.79	-2.06	0.004	-0.027	-0.394	0.0387	-0.0271	-0.0132	0.0000	0.0000	0.0000	0	0.10
28462	1.794	-1.211	-0.614	-1.89	-3.32	-1.73	0.016	-0.027	-0.240	0.0379	-0.0282	-0.0114	0.0000	0.0000	0.0000	0	0.10
28469	1.803	-1.227	-0.608	-1.93	-3.60	-1.83	0.002	0.003	-0.060	0.0384	-0.0289	-0.0111	0.0000	0.0000	0.0000	0	0.10
28477	1.817	-1.237	-0.612	-1.54	-3.48	-2.66	-0.027	0.001	0.102	0.0400	-0.0285	-0.0131	0.0000	0.0000	0.0000	0	0.10
28484	1.835	-1.240	-0.628	-1.22	-3.26	-3.74	-0.048	-0.028	0.305	0.0417	-0.0276	-0.0157	0.0000	0.0000	0.0000	0	0.10
28491	1.853	-1.238	-0.648	-1.29	-2.94	-4.20	-0.042	-0.038	0.461	0.0421	-0.0265	-0.0171	0.0000	0.0000	0.0000	0	0.10
28499	1.869	-1.236	-0.666	-1.59	-2.73	-4.42	-0.030	-0.012	0.632	0.0419	-0.0256	-0.0178	0.0000	0.0000	0.0000	0	0.10
28507	1.879	-1.233	-0.679	-2.03	-2.68	-4.45	-0.017	-0.029	0.791	0.0414	-0.0251	-0.0178	0.0000	0.0000	0.0000	0	0.10
28514	1.885	-1.232	-0.686	-2.97	-2.86	-3.76	0.017	-0.022	0.895	0.0394	-0.0252	-0.0157	0.0000	0.0000	0.0000	0	0.10
28521	1.893	-1.236	-0.689	-3.38	-2.98	-3.12	0.027	0.006	0.954	0.0384	-0.0257	-0.0142	0.0000	0.0000	0.0000	0	0.10
28529	1.898	-1.243	-0.688	-3.42	-2.99	-2.43	0.022	-0.005	0.958	0.0378	-0.0264	-0.0130	0.0000	0.0000	0.0000	0	0.10
28536	1.903	-1.247	-0.689	-2.96	-2.95	-2.31	0.030	-0.018	0.907	0.0386	-0.0269	-0.0132	0.0000	0.0000	0.0000	0	0.10
28544	1.913	-1.247	-0.699	-2.48	-2.25	-2.21	0.023	-0.004	0.796	0.0389	-0.0261	-0.0143	0.0000	0.0000	0.0000	0	0.10
28551	1.923	-1.241	-0.715	-1.83	-1.57	-2.48	-0.011	0.001	0.670	0.0399	-0.0251	-0.0163	0.0000	0.0000	0.0000	0	0.10
28559	1.929	-1.230	-0.732	-1.22	-0.84	-2.45	-0.024	0.005	0.553	0.0404	-0.0240	-0.0177	0.0000	0.0000	0.0000	0	0.10
28566	1.928	-1.215	-0.745	-1.15	-0.19	-2.22	-0.042	-0.015	0.424	0.0397	-0.0228	-0.0183	0.0000	0.0000	0.0000	0	0.10
28574	1.922	-1.203	-0.752	-0.92	0.08	-1.87	-0.039	0.012	0.348	0.0394	-0.0225	-0.0182	0.0000	0.0000	0.0000	0	0.10
28581	1.910	-1.188	-0.754	-0.81	0.28	-1.24	-0.036	0.023	0.275	0.0386	-0.0225	-0.0175	0.0000	0.0000	0.0000	0	0.10
28589	1.899	-1.180	-0.750	-0.98	0.42	-0.67	-0.022	0.003	0.220	0.0375	-0.0224	-0.0164	0.0000	0.0000	0.0000	0	0.10
28596	1.889	-1.171	-0.749	-0.78	0.43	-0.14	-0.004	0.006	0.175	0.0371	-0.0228	-0.0156	0.0000	0.0000	0.0000	0	0.10
28604	1.882	-1.164	-0.749	-0.75	0.42	-0.06	0.002	0.030	0.164	0.0370	-0.0228	-0.0155	0.0000	0.0000	0.0000	0	0.10
28611	1.880	-1.158	-0.753	-0.24	0.31	0.17	0.010	0.033	0.165	0.0377	-0.0235	-0.0156	0.0000	0.0000	0.0000	0	0.10
28619	1.882	-1.153	-0.759	0.25	0.15	0.27	0.005	0.025	0.182	0.0386	-0.0242	-0.0158	0.0000	0.0000	0.0000	0	0.10
28626	1.886	-1.148	-0.769	0.74	0.00	0.03	0.013	0.018	0.220	0.0399	-0.0245	-0.0168	0.0000	0.0000	0.0000	0	0.10
28633	1.887	-1.143	-0.775	0.99	-0.16	-0.05	0.013	0.014	0.270	0.0405	-0.0249	-0.0171	0.0000	0.0000	0.0000	0	0.10
28641	1.886	-1.138	-0.778	1.08	-0.25	-0.06	0.021	0.001	0.352	0.0407	-0.0250	-0.0172	0.0000	0.0000	0.0000	0	0.10
28649	1.883	-1.132	-0.781	1.19	0.02	-0.12	0.031	-0.023	0.455	0.0407	-0.0244	-0.0177	0.0000	0.0000	0.0000	0	0.10
28656	1.873	-1.123	-0.779	0.68	0.08	0.01	0.028	-0.037	0.592	0.0394	-0.0238	-0.0170	0.0000	0.0000	0.0000	0	0.10
28663	1.861	-1.119	-0.772	0.40	0.12	-0.28	0.029	-0.011	0.757	0.0390	-0.0232	-0.0172	0.0000	0.0000	0.0000	0	0.10
28671	1.855	-1.121	-0.764	-0.26	0.18	-0.31	0.038	-0.015	0.924	0.0377	-0.0225	-0.0165	0.0000	0.0000	0.0000	0	0.10
28678	1.852	-1.126	-0.756	-0.41	0.27	-0.56	0.013	-0.016	1.096	0.0375	-0.0221	-0.0167	0.0000	0.0000	0.0000	0	0.10
28686	1.853	-1.141	-0.742	-0.60	-0.50	-0.03	0.010	0.026	1.198	0.0374	-0.0241	-0.0147	0.0000	0.0000	0.0000	0	0.10
28693	1.856	-1.156	-0.730	-0.33	-0.72	0.44	-0.015	0.047	1.216	0.0377	-0.0255	-0.0137	0.0000	0.0000	0.0000	0	0.10
28701	1.866	-1.173	-0.725	0.26	-0.77	1.07	-0.036	0.035	1.153	0.0384	-0.0269	-0.0130	0.0000	0.0000	0.0000	0	0.10
28708	1.883	-1.189	-0.725	0.90	-0.64	1.47	-0.045	0.008	1.033	0.0393	-0.0279	-0.0130	0.0000	0.0000	0.0000	0	0.10
28716	1.900	-1.196	-0.736	1.85	-0.24	1.17	-0.074	-0.007	0.922	0.0412	-0.0279	-0.0150	0.0000	0.0000	0.0000	0	0.10
28723	1.913	-1.191	-0.754	2.26	0.82	0.33	-0.063	-0.043	0.824	0.0420	-0.0255	-0.0180	0.0000	0.0000	0.0000	0	0.10
28731	1.923	-1.177	-0.777	2.78	1.90	-0.32	-0.052	-0.057	0.793	0.0428	-0.0231	-0.0210	0.0000	0.0000	0.0000	0	0.10
28738	1.927	-1.162	-0.796	2.62	2.56	-1.13	-0.033	-0.065	0.819	0.0428	-0.0208	-0.0232	0.0000	0.0000	0.0000	0	0.10
28746	1.924	-1.150	-0.804	2.29	2.89	-1.23	-0.004	-0.046	0.858	0.0420	-0.0196	-0.0235	0.0000	0.0000	0.0000	0	0.10
28753	1.913	-1.140	-0.803	1.51	3.01	-1.10	0.031	-0.018	0.938	0.0402	-0.0186	-0.0227	0.0000	0.0000	0.0000	0	0.10
28761	1.903	-1.143	-0.791	0.99	2.77	-0.56	0.078	0.010	1.030	0.0388	-0.0191	-0.0208	0.0000	0.0000	0.0000	0	0.10
28768	1.899	-1.150	-0.780	0.72	2.24	0.03	0.102	0.024	1.068	0.0382	-0.0205	-0.0189	0.0000	0.0000	0.0000	0	0.10
28776	1.897	-1.162	-0.765	0.90	1.89	0.73	0.102	0.059	1.054	0.0381	-0.0221	-0.0173	0.0000	0.0000	0.0000	0	0.10
28783	1.901	-1.175	-0.757	1.62	1.79	1.06	0.098	0.058	0.987	0.0392	-0.0234	-0.0171	0.0000	0.0000	0.0000	0	0.10
28790	1.911	-1.177	-0.765	2.20	2.10	1.02	0.065	0.051	0.830	0.0402	-0.0234	-0.0181	0.0000	0.0000	0.0000	0	0.10
28798	1.923	-1.172	-0.782	3.35	2.64	1.13	0.020	0.041	0.643	0.0418	-0.0234	-0.0198	0.0000	0.0000	0.0000	0	0.10
28806	1.939	-1.157	-0.813	4.27	3.45	0.98	-0.031	0.043	0.421	0.0432	-0.0222	-0.0222	0.0000	0.0000	0.0000	0	0.10
28813	1.949	-1.132	-0.847	4.82	4.39	0.98	-0.066	-0.037	0.180	0.0435	-0.0205	-0.0242	0.0000	0.0000	0.0000	0	0.10
28820	1.953	-1.103	-0.879	5.15	4.98	1.21	-0.088	-0.053	-0.031	0.0434	-0.0193	-0.0253	0.0000	0.0000	0.0000	0	0.10
28828	1.953	-1.077	-0.905	5.58	6.02	2.08	-0.095	-0.052	-0.268	0.0425	-0.0179	-0.0256	0.0000	0.0000	0.0000	0	0.10
28836	1.947	-1.051	-0.925	5.49	6.34	2.48	-0.092	-0.082	-0.474	0.0416	-0.0171	-0.0255	0.0000	0.0000	0.0000	0	0.10
28843	1.945	-1.032	-0.940	5.69	6.68	2.99	-0.071	-0.072	-0.646	0.0411	-0.0167	-0.0254	0.0000	0.0000	0.0000	0	0.10
28850	1.944	-1.015	-0.956	6.03	6.76	2.99	-0.041	-0.058	-0.789	0.0416	-0.0164	-0.0261	0.0000	0.0000	0.0000	0	0.10
28858	1.949	-1.003	-0.972	6.62	6.51	3.08	-0.018	-0.042	-0.864	0.0429	-0.0172	-0.0266	0.0000	0.0000	0.0000	0	0.10
28866	1.958	-0.997	-0.988	6.77	6.06	2.63	0.004	-0.002	-0.868	0.0441	-0.0177	-0.0275	0.0000	0.0000	0.0000	0	0.10
28873	1.973	-0.990	-1.009	7.36	5.82	2.39	0.031	0.020	-0.774	0.0458	-0.0182	-0.0287	0.0000	0.0000	0.0000	0	0.10
28880	1.988	-0.987	-1.028	7.21	5.27	2.36	0.054	0.080	-0.680	0.0464	-0.0190	-0.0285	0.0000	0.0000	0.0000	0	0.10
28888	1.998	-0.980	-1.045	6.74	5.03	2.11	0.075	0.096	-0.502	0.0462	-0.0187	-0.0286	0.0000	0.0000	0.0000	0	0.10
28895	2.005	-0.976	-1.055	6.17	4.62	2.14	0.090	0.082	-0.317	0.0457	-0.0189	-0.0279	0.0000	0.0000	0.0000	0	0.10
28903	2.013	-0.972	-1.067	5.54	4.23	2.01	0.097	0.074	-0.131	0.0453	-0.0189	-0.0275	0.0000	0.0000	0.0000	0	0.10
28910	2.020	-0.969	-1.077	5.07	3.85	1.89	0.088	0.054	0.047	0.0450	-0.0190	-0.0271	0.0000	0.0000	0.0000	0	0.10
28918	2.035	-0.973	-1.087	4.90	3.88	1.83	0.058	0.034	0.227	0.0451	-0.0189	-0.0273	0.0000	0.0000	0.0000	0	0.10
28925	2.051	-0.983	-1.095	4.68	3.66	2.05	0.019	0.008	0.395	0.0450	-0.0195	-0.0267	0.0000	0.0000	0.0000	0	0.10
28932	2.070	-0.990	-1.106	4.58	3.08	1.99	-0.022	0.006	0.527	0.0458	-0.0205	-0.0265	0.0000	0.0000	0.0000	0	0.10
28940	2.089	-0.996	-1.120	4.71	2.57	2.16	-0.073	-0.032	0.618	0.0467	-0.0218	-0.0262	0.0000	0.0000	0.0000	0	0.10
28947	2.108	-1.003	-1.132	4.60	2.50	2.44	-0.074	-0.035	0.663	0.0467	-0.0222	-0.0258	0.0000	0.0000	0.0000	0	0.10
28954	2.125	-1.006	-1.145	4.32	2.53	2.90	-0.094	-0.040	0.657	0.0461	-0.0224	-0.0250	0.0000	0.0000	0.0000	0	0.10
28962	2.138	-1.005	-1.160	3.93	2.63	3.51	-0.108	-0.075	0.604	0.0451	-0.0224	-0.0240	0.0000	0.0000	0.0000	0	0.10
28969	2.150	-1.000	-1.176	3.76	2.94	3.90	-0.088	-0.061	0.504	0.0444	-0.0219	-0.0238	0.0000	0.0000	0.0000	0	0.10
28976	2.155	-0.989	-1.193	3.89	3.31	3.93	-0.079	-0.081	0.370	0.0444	-0.0211	-0.0245	0.0000	0.0000	0.0000	0	0.10
28984	2.166	-0.975	-1.217	3.82	3.79	4.06	-0.037	-0.064	0.203	0.0440	-0.0200	-0.0251	0.0000	0.0000	0.0000	0	0.10
28991	2.174	-0.966	-1.233	3.59	4.18	4.10	-0.003	-0.019	0.032	0.0434	-0.0190	-0.0255	0.0000	0.0000	0.0000	0	0.10
28999	2.183	-0.961	-1.248	3.75	4.59	4.16	0.019	0.003	-0.143	0.0435	-0.0183	-0.0262	0.0000	0.0000	0.0000	0	0.10
29006	2.187	-0.958	-1.254	4.00	4.71	4.54	0.043	0.008	-0.294	0.0435	-0.0186	-0.0260	0.0000	0.0000	0.0000	0	0.10
29014	2.190	-0.964	-1.251	3.89	4.91	4.56	0.058	0.033	-0.413	0.0432	-0.0183	-0.0260	0.0000	0.0000	0.0000	0	0.10
29021	2.192	-0.974	-1.243	4.11	4.60	4.86	0.069	0.087	-0.489	0.0436	-0.0195	-0.0253	0.0000	0.0000	0.0000	0	0.10
29029	2.187	-0.989	-1.225	3.90	4.45	4.89	0.086	0.102	-0.521	0.0432	-0.0199	-0.0245	0.0000	0.0000	0.0000	0	0.10
29036	2.176	-1.001	-1.202	3.36	4.30	5.17	0.079	0.096	-0.503	0.0420	-0.0202	-0.0229	0.0000	0.0000	0.0000	0	0.10
29044	2.159	-1.009	-1.177	2.96	4.55	5.00	0.072	0.079	-0.450	0.0409	-0.0194	-0.0226	0.0000	0.0000	0.0000	0	0.10
